Name                                                                                 , Address                          , City               , Postcode, Phone                        , Website                                                                                                      , Emails                                                                               , Source
Hausärzte Karlstraße                                                                 , Karlstraße 45                    , Darmstadt          ,    64283,                              , https://www.hausaerzte-karlstrasse.de/                                                                       , hausaerzte.karlstrasse@gmail.com; praxis@hausaerzte-karlstrasse.de                   , osm/Darmstadt
Dr. Gert-Mario Voigt                                                                 ,                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Internistische Hausarztpraxis Bürgel                                                 , Langstraße 22                    , Offenbach am Main  ,    63075, +49 69 9864590               , https://www.arztpraxis-buergel.de                                                                            , info@arztpraxis-buergel.de                                                           , osm/Darmstadt
Gemeinschaftspraxis Dr. med. Angela Stöß & Martina Welge                             , Gärtnerweg 5                     , Frankfurt am Main  ,    60322, +49 69 553506                , https://www.stoess-welge.de/                                                                                 , praxis@stoess-welge.de                                                               , osm/Darmstadt
Judith Hartenstein                                                                   , Brohltalstraße 8                 , Frankfurt am Main  ,    60529,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr. T. Link                                                                          ,                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Internistische Hausarztpraxis Dr. med. Raphael Beck                                  , Am Grundweg 10                   , Seeheim-Jugenheim  ,    64342, +49 6257 81150               , https://www.internist-beck.de                                                                                ,                                                                                      , osm/Darmstadt
Andrea Assenmacher                                                                   , Wilhelmstraße 21                 , Offenbach am Main  ,    63065, +49 69 880705                , https://www.praxis-andrea-assenmacher.de                                                                     ,                                                                                      , osm/Darmstadt
Dr. med. Dieter Löhndorf                                                             , Rheingaustraße 89                , Hofheim am Taunus  ,    65719,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Hausarztpraxis                                                                       , Wilhelmsplatz 10                 , Offenbach am Main  ,    63065, +49 69 824025                ,                                                                                                              ,                                                                                      , osm/Darmstadt
Ehrlich                                                                              ,                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr. Frey & Kollegen                                                                  , Frankfurter Landstraße 189       , Darmstadt          ,    64291, +49 6151 371465              , https://drfrey.de/                                                                                           ,                                                                                      , osm/Darmstadt
Hausärztliches Versorgungs Zentrum Worfelden                                         ,                                  , Darmstadt          ,         ,                              , https://michl-karkowski.de/                                                                                  , mfa@michl-karkowski.de                                                               , osm/Darmstadt
Hausarztpraxis Welbers                                                               , Markstraße 1                     , Babenhausen        ,    64832, +49 6073 7406617             , https://www.hausarztpraxis-welbers.de                                                                        , info@hausarztpraxis-welbers.de                                                       , osm/Darmstadt
Rahman & Detho                                                                       , Bürgermeister-Mahr-Straße 36     , Obertshausen       ,    63179,                              , https://praxis-rd.de                                                                                         , info@praxis-rd.de                                                                    , osm/Darmstadt
Dr. Duval Oana                                                                       , Elisabethenstraße 5              , Darmstadt          ,    64283,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Praxis Kinet und Mielitz                                                             , Frankfurter Straße 35            , Offenbach am Main  ,    63065, +49 69 80109800              , https://www.praxis-kinet-mielitz.de                                                                          ,                                                                                      , osm/Darmstadt
Dr. Dieter Knop                                                                      , Bahnhofstraße 54                 , Rödermark          ,    63322, +49 6074 6986001             ,                                                                                                              , info@praxis-fuer-allgemeinmedizin-roedermark.de                                      , osm/Darmstadt
Cordula Zinkler & Dr. Matthias Schmidt                                               ,                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Arztpraxis U.Huth                                                                    , Aschaffenburger Straße 69        , Offenbach am Main  ,    63073, +49 69 895087                ,                                                                                                              ,                                                                                      , osm/Darmstadt
Jerwan-Keim/Metz                                                                     ,                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr. med. Ulrike Radü                                                                 ,                                  , Darmstadt          ,    65843, +49 6196 953476              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Martin Sczuka                                                                        , Brüder-Knauß-Straße 78           , Darmstadt          ,    64285, +49 6151 65454               , https://hausarztpraxis-bessungen.de/                                                                         , info@hausarztpraxis-bessungen.de                                                     , osm/Darmstadt
Hausarztpraxis Seyed Jalal Mousaviani                                                , Wilhelm-Weber-Weg 14             , Offenbach am Main  ,    63069,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Arztpraxis Aleksandra Schröter                                                       , Herrnstraße 51                   , Offenbach am Main  ,    63065,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
MVZ MedicalCare Offenbach Allgemeinmedizin                                           , Frankfurter Straße 3-5           , Offenbach am Main  ,    63065,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Ärztlicher Bereitschaftsdienst                                                       , Gotenstraße 6 - 8                , Darmstadt          ,         ,                              , https://www.bereitschaftsdienst-hessen.de                                                                    ,                                                                                      , osm/Darmstadt
Ärztlicher Bereitschaftsdienst                                                       , August-Bebel-Straße 59           , Darmstadt          ,         ,                              , https://www.bereitschaftsdienst-hessen.de                                                                    ,                                                                                      , osm/Darmstadt
Ärztlicher Bereitschaftsdienst                                                       , Krankenhausstraße 11             , Darmstadt          ,         ,                              , https://www.bereitschaftsdienst-hessen.de                                                                    ,                                                                                      , osm/Darmstadt
RheinMain-Med                                                                        ,                                  , Darmstadt          ,         , +49 69 493302                ,                                                                                                              , rheinmainmed-frankfurt@asklepios.com                                                 , osm/Darmstadt
Dr. med. R. Thiele                                                                   , Römerberg 22                     , Modautal           ,    64397, +49 6254 1327                ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr.Tepe-Gülsel  Dr.Walterscheid-Müller                                               , Frankfurter Straße 132           , Neu-Isenburg       ,    63263,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Praxis Dr. Paulwitz                                                                  , Hugenottenallee 90               , Neu-Isenburg       ,    63263,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Praxis Dr. Gerstmann                                                                 , Friedrichstraße 90               , Neu-Isenburg       ,    63263,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Hausarztpraxis MEDLIFE                                                               , Robert-Koch-Straße 7             , Neu-Isenburg       ,    63263,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
fidelius MVZ GmbH Überörtliches Medizinisches Versorgungszentrum                     , Friedhofstraße 90                , Neu-Isenburg       ,    63263,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr. med. Laszlo A. Poszler                                                           , Robert-Koch-Straße 3             , Neu-Isenburg       ,    63263,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Haffner                                                                              , Lindenstraße 5                   , Darmstadt          ,         , +49 69 25780505              , https://praxis-haffner.de/                                                                                   ,                                                                                      , osm/Darmstadt
Dr Barbara Klotz                                                                     , Bessunger Straße 82              , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Praxis Dr. Kajosevic                                                                 , Ackermannstraße 32               , Frankfurt am Main  ,    60326, +4969732878                  , https://www.praxis-dr-kajosevic.de                                                                           , praxis-dr-kajosevic@hotmail.de                                                       , osm/Darmstadt
Gemeinschaftspraxis Dr. med. Seung Hyun Cheong und Gunnar Wentrup                    , Gartenstraße 12                  , Weiterstadt        ,    64331, +49 6150 51250               ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr. med. Durda Kratochwil                                                            , Heinrichstraße 7                 , Laudenbach         ,    69514, +49 6201 44400               ,                                                                                                              ,                                                                                      , osm/Darmstadt
SCHAAZ Ärzte- und Apothekenzentrum                                                   , Taunusstraße 3                   , Schaafheim         ,    64850, +49 6073 742870              , http://www.schaaz.de/                                                                                        , info@laekh.de; box@lzkh.de                                                           , osm/Darmstadt
Dr. med.  Paul Robert  Lübeck                                                        , An der Tränk 57                  , Darmstadt          ,    63303,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Matthias Hefter                                                                      , Rodgaustraße 18                  , Babenhausen        ,    64832,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr. Norbert Brückner Facharzt für Allgemeinmedizin                                   , Ludwigstraße 15                  , Heppenheim         ,    64646,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Hausarzt                                                                             , Hauptstraße 8                    , Heusenstamm        ,    63150,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Guido Pschera                                                                        , Alexanderstraße 21               , Lorsch             ,    64653,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Ärztlicher Bereitschaftsdienst Riedstadt                                             , Philippsanlage 101               , Riedstadt          ,    64560,                              , https://www.bereitschaftsdienst-hessen.de/                                                                   ,                                                                                      , osm/Darmstadt
Praxis Dr. Degen                                                                     , Rheinstraße 77                   , Erzhausen          ,    64390, +49 6150 865924              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Praxis Dr. Bellmer                                                                   , Mainstraße 9                     , Erzhausen          ,    64390, +49 6150 7637                ,                                                                                                              ,                                                                                      , osm/Darmstadt
Praxis Thomas Rollmann                                                               , Balduinistraße 4                 , Großostheim        ,    63762, +49 6026 995999              , https://www.hausaerzte-im-bachgau.de/                                                                        , joerg@joerx.de                                                                       , osm/Darmstadt
Arztpraxis Boris Kniepert                                                            , Egerstraße 20                    , Trebur             ,    65468,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
